protein,has_esm2,esm2_file,has_prott5,prott5_file,has_structure,structure_file,structure_last_dim,structure_dim_ok
Q0VDG4,True,Q0VDG4.pt,True,Q0VDG4.pt,True,Q0VDG4.pt,112,True
Q10471,True,Q10471.pt,True,Q10471.pt,True,Q10471.pt,112,True
Q10570,True,Q10570.pt,True,Q10570.pt,True,Q10570.pt,112,True
Q10713,True,Q10713.pt,True,Q10713.pt,True,Q10713.pt,112,True
Q12768,True,Q12768.pt,True,Q12768.pt,True,Q12768.pt,112,True
Q12769,True,Q12769.pt,True,Q12769.pt,True,Q12769.pt,112,True
Q12788,True,Q12788.pt,True,Q12788.pt,True,Q12788.pt,112,True
Q12789,True,Q12789.pt,True,Q12789.pt,True,Q12789.pt,112,True
Q12792,True,Q12792.pt,True,Q12792.pt,True,Q12792.pt,112,True
Q12797,True,Q12797.pt,True,Q12797.pt,True,Q12797.pt,112,True
Q12816,True,Q12816.pt,True,Q12816.pt,True,Q12816.pt,112,True
Q12834,True,Q12834.pt,True,Q12834.pt,True,Q12834.pt,112,True
Q12840,True,Q12840.pt,True,Q12840.pt,True,Q12840.pt,112,True
Q12849,True,Q12849.pt,True,Q12849.pt,True,Q12849.pt,112,True
Q12873,True,Q12873.pt,True,Q12873.pt,True,Q12873.pt,112,True
Q12874,True,Q12874.pt,True,Q12874.pt,True,Q12874.pt,112,True
Q12888,True,Q12888.pt,True,Q12888.pt,True,Q12888.pt,112,True
Q12904,True,Q12904.pt,True,Q12904.pt,True,Q12904.pt,112,True
Q12905,True,Q12905.pt,True,Q12905.pt,True,Q12905.pt,112,True
Q12906,True,Q12906.pt,True,Q12906.pt,True,Q12906.pt,112,True
Q12907,True,Q12907.pt,True,Q12907.pt,True,Q12907.pt,112,True
Q12929,True,Q12929.pt,True,Q12929.pt,True,Q12929.pt,112,True
Q12933,True,Q12933.pt,True,Q12933.pt,True,Q12933.pt,112,True
Q12959,True,Q12959.pt,True,Q12959.pt,True,Q12959.pt,112,True
Q12965,True,Q12965.pt,True,Q12965.pt,True,Q12965.pt,112,True
Q12972,True,Q12972.pt,True,Q12972.pt,True,Q12972.pt,112,True
Q12979,True,Q12979.pt,True,Q12979.pt,True,Q12979.pt,112,True
Q12996,True,Q12996.pt,True,Q12996.pt,True,Q12996.pt,112,True
Q13011,True,Q13011.pt,True,Q13011.pt,True,Q13011.pt,112,True
Q13017,True,Q13017.pt,True,Q13017.pt,True,Q13017.pt,112,True
Q13033,True,Q13033.pt,True,Q13033.pt,True,Q13033.pt,112,True
Q13042,True,Q13042.pt,True,Q13042.pt,True,Q13042.pt,112,True
Q13045,True,Q13045.pt,True,Q13045.pt,True,Q13045.pt,112,True
Q13049,True,Q13049.pt,True,Q13049.pt,True,Q13049.pt,112,True
Q13057,True,Q13057.pt,True,Q13057.pt,True,Q13057.pt,112,True
Q13084,True,Q13084.pt,True,Q13084.pt,True,Q13084.pt,112,True
Q13098,True,Q13098.pt,True,Q13098.pt,True,Q13098.pt,112,True
Q13123,True,Q13123.pt,True,Q13123.pt,True,Q13123.pt,112,True
Q13126,True,Q13126.pt,True,Q13126.pt,True,Q13126.pt,112,True
Q13131,True,Q13131.pt,True,Q13131.pt,True,Q13131.pt,112,True
Q13137,True,Q13137.pt,True,Q13137.pt,True,Q13137.pt,112,True
Q13144,True,Q13144.pt,True,Q13144.pt,True,Q13144.pt,112,True
Q13148,True,Q13148.pt,True,Q13148.pt,True,Q13148.pt,112,True
Q13155,True,Q13155.pt,True,Q13155.pt,True,Q13155.pt,112,True
Q13158,True,Q13158.pt,True,Q13158.pt,True,Q13158.pt,112,True
Q13162,True,Q13162.pt,True,Q13162.pt,True,Q13162.pt,112,True
Q13177,True,Q13177.pt,True,Q13177.pt,True,Q13177.pt,112,True
Q13188,True,Q13188.pt,True,Q13188.pt,True,Q13188.pt,112,True
Q13191,True,Q13191.pt,True,Q13191.pt,True,Q13191.pt,112,True
Q13200,True,Q13200.pt,True,Q13200.pt,True,Q13200.pt,112,True
Q13206,True,Q13206.pt,True,Q13206.pt,True,Q13206.pt,112,True
Q13217,True,Q13217.pt,True,Q13217.pt,True,Q13217.pt,112,True
Q13227,True,Q13227.pt,True,Q13227.pt,True,Q13227.pt,112,True
Q13228,True,Q13228.pt,True,Q13228.pt,True,Q13228.pt,112,True
Q13242,True,Q13242.pt,True,Q13242.pt,True,Q13242.pt,112,True
Q13263,True,Q13263.pt,True,Q13263.pt,True,Q13263.pt,112,True
Q13287,True,Q13287.pt,True,Q13287.pt,True,Q13287.pt,112,True
Q13310,True,Q13310.pt,True,Q13310.pt,True,Q13310.pt,112,True
Q13325,True,Q13325.pt,True,Q13325.pt,True,Q13325.pt,112,True
Q13347,True,Q13347.pt,True,Q13347.pt,True,Q13347.pt,112,True
Q13356,True,Q13356.pt,True,Q13356.pt,True,Q13356.pt,112,True
Q13371,True,Q13371.pt,True,Q13371.pt,True,Q13371.pt,112,True
Q13395,True,Q13395.pt,True,Q13395.pt,True,Q13395.pt,112,True
Q13405,True,Q13405.pt,True,Q13405.pt,True,Q13405.pt,112,True
Q13409,True,Q13409.pt,True,Q13409.pt,True,Q13409.pt,112,True
Q13416,True,Q13416.pt,True,Q13416.pt,True,Q13416.pt,112,True
Q13418,True,Q13418.pt,True,Q13418.pt,True,Q13418.pt,112,True
Q13423,True,Q13423.pt,True,Q13423.pt,True,Q13423.pt,112,True
Q13428,True,Q13428.pt,True,Q13428.pt,True,Q13428.pt,112,True
Q13435,True,Q13435.pt,True,Q13435.pt,True,Q13435.pt,112,True
Q13439,True,Q13439.pt,True,Q13439.pt,True,Q13439.pt,112,True
Q13442,True,Q13442.pt,True,Q13442.pt,True,Q13442.pt,112,True
Q13459,True,Q13459.pt,True,Q13459.pt,True,Q13459.pt,112,True
Q13472,True,Q13472.pt,True,Q13472.pt,True,Q13472.pt,112,True
Q13485,True,Q13485.pt,True,Q13485.pt,True,Q13485.pt,112,True
Q13490,True,Q13490.pt,True,Q13490.pt,True,Q13490.pt,112,True
Q13492,True,Q13492.pt,True,Q13492.pt,True,Q13492.pt,112,True
Q13501,True,Q13501.pt,True,Q13501.pt,True,Q13501.pt,112,True
Q13523,True,Q13523.pt,True,Q13523.pt,True,Q13523.pt,112,True
Q13526,True,Q13526.pt,True,Q13526.pt,True,Q13526.pt,112,True
Q13535,True,Q13535.pt,True,Q13535.pt,True,Q13535.pt,112,True
Q13554,True,Q13554.pt,True,Q13554.pt,True,Q13554.pt,112,True
Q13561,True,Q13561.pt,True,Q13561.pt,True,Q13561.pt,112,True
Q13569,True,Q13569.pt,True,Q13569.pt,True,Q13569.pt,112,True
Q13573,True,Q13573.pt,True,Q13573.pt,True,Q13573.pt,112,True
Q13586,True,Q13586.pt,True,Q13586.pt,True,Q13586.pt,112,True
Q13595,True,Q13595.pt,True,Q13595.pt,True,Q13595.pt,112,True
Q13596,True,Q13596.pt,True,Q13596.pt,True,Q13596.pt,112,True
Q13601,True,Q13601.pt,True,Q13601.pt,True,Q13601.pt,112,True
Q13610,True,Q13610.pt,True,Q13610.pt,True,Q13610.pt,112,True
Q13616,True,Q13616.pt,True,Q13616.pt,True,Q13616.pt,112,True
Q13617,True,Q13617.pt,True,Q13617.pt,True,Q13617.pt,112,True
Q13618,True,Q13618.pt,True,Q13618.pt,True,Q13618.pt,112,True
Q13620,True,Q13620.pt,True,Q13620.pt,True,Q13620.pt,112,True
Q13630,True,Q13630.pt,True,Q13630.pt,True,Q13630.pt,112,True
Q13637,True,Q13637.pt,True,Q13637.pt,True,Q13637.pt,112,True
Q13642,True,Q13642.pt,True,Q13642.pt,True,Q13642.pt,112,True
Q13724,True,Q13724.pt,True,Q13724.pt,True,Q13724.pt,112,True
Q13740,True,Q13740.pt,True,Q13740.pt,True,Q13740.pt,112,True
Q13813,True,Q13813.pt,True,Q13813.pt,True,Q13813.pt,112,True
Q13823,True,Q13823.pt,True,Q13823.pt,True,Q13823.pt,112,True
Q13867,True,Q13867.pt,True,Q13867.pt,True,Q13867.pt,112,True
Q13895,True,Q13895.pt,True,Q13895.pt,True,Q13895.pt,112,True
Q13901,True,Q13901.pt,True,Q13901.pt,True,Q13901.pt,112,True
Q13907,True,Q13907.pt,True,Q13907.pt,True,Q13907.pt,112,True
Q13952,True,Q13952.pt,True,Q13952.pt,True,Q13952.pt,112,True
Q14004,True,Q14004.pt,True,Q14004.pt,True,Q14004.pt,112,True
Q14008,True,Q14008.pt,True,Q14008.pt,True,Q14008.pt,112,True
Q14019,True,Q14019.pt,True,Q14019.pt,True,Q14019.pt,112,True
Q14061,True,Q14061.pt,True,Q14061.pt,True,Q14061.pt,112,True
Q14108,True,Q14108.pt,True,Q14108.pt,True,Q14108.pt,112,True
Q14116,True,Q14116.pt,True,Q14116.pt,True,Q14116.pt,112,True
Q14118,True,Q14118.pt,True,Q14118.pt,True,Q14118.pt,112,True
Q14119,True,Q14119.pt,True,Q14119.pt,True,Q14119.pt,112,True
Q14126,True,Q14126.pt,True,Q14126.pt,True,Q14126.pt,112,True
Q14134,True,Q14134.pt,True,Q14134.pt,True,Q14134.pt,112,True
Q14139,True,Q14139.pt,True,Q14139.pt,True,Q14139.pt,112,True
Q14146,True,Q14146.pt,True,Q14146.pt,True,Q14146.pt,112,True
Q14151,True,Q14151.pt,True,Q14151.pt,True,Q14151.pt,112,True
Q14152,True,Q14152.pt,True,Q14152.pt,True,Q14152.pt,112,True
Q14155,True,Q14155.pt,True,Q14155.pt,True,Q14155.pt,112,True
Q14181,True,Q14181.pt,True,Q14181.pt,True,Q14181.pt,112,True
Q14197,True,Q14197.pt,True,Q14197.pt,True,Q14197.pt,112,True
Q14203,True,Q14203.pt,True,Q14203.pt,True,Q14203.pt,112,True
Q14232,True,Q14232.pt,True,Q14232.pt,True,Q14232.pt,112,True
Q14244,True,Q14244.pt,True,Q14244.pt,True,Q14244.pt,112,True
Q14247,True,Q14247.pt,True,Q14247.pt,True,Q14247.pt,112,True
Q14254,True,Q14254.pt,True,Q14254.pt,True,Q14254.pt,112,True
Q14258,True,Q14258.pt,True,Q14258.pt,True,Q14258.pt,112,True
Q14318,True,Q14318.pt,True,Q14318.pt,True,Q14318.pt,112,True
Q14320,True,Q14320.pt,True,Q14320.pt,True,Q14320.pt,112,True
Q14376,True,Q14376.pt,True,Q14376.pt,True,Q14376.pt,112,True
Q14444,True,Q14444.pt,True,Q14444.pt,True,Q14444.pt,112,True
Q14498,True,Q14498.pt,True,Q14498.pt,True,Q14498.pt,112,True
Q14527,True,Q14527.pt,True,Q14527.pt,True,Q14527.pt,112,True
Q14534,True,Q14534.pt,True,Q14534.pt,True,Q14534.pt,112,True
Q14554,True,Q14554.pt,True,Q14554.pt,True,Q14554.pt,112,True
Q14562,True,Q14562.pt,True,Q14562.pt,True,Q14562.pt,112,True
Q14566,True,Q14566.pt,True,Q14566.pt,True,Q14566.pt,112,True
Q14642,True,Q14642.pt,True,Q14642.pt,True,Q14642.pt,112,True
Q14657,True,Q14657.pt,True,Q14657.pt,True,Q14657.pt,112,True
Q14671,True,Q14671.pt,True,Q14671.pt,True,Q14671.pt,112,True
Q14677,True,Q14677.pt,True,Q14677.pt,True,Q14677.pt,112,True
Q14683,True,Q14683.pt,True,Q14683.pt,True,Q14683.pt,112,True
Q14684,True,Q14684.pt,True,Q14684.pt,True,Q14684.pt,112,True
Q14690,True,Q14690.pt,True,Q14690.pt,True,Q14690.pt,112,True
Q14692,True,Q14692.pt,True,Q14692.pt,True,Q14692.pt,112,True
Q14694,True,Q14694.pt,True,Q14694.pt,True,Q14694.pt,112,True
Q14697,True,Q14697.pt,True,Q14697.pt,True,Q14697.pt,112,True
Q14714,True,Q14714.pt,True,Q14714.pt,True,Q14714.pt,112,True
Q14738,True,Q14738.pt,True,Q14738.pt,True,Q14738.pt,112,True
Q14739,True,Q14739.pt,True,Q14739.pt,True,Q14739.pt,112,True
Q14764,True,Q14764.pt,True,Q14764.pt,True,Q14764.pt,112,True
Q14807,True,Q14807.pt,True,Q14807.pt,True,Q14807.pt,112,True
Q14847,True,Q14847.pt,True,Q14847.pt,True,Q14847.pt,112,True
Q14914,True,Q14914.pt,True,Q14914.pt,True,Q14914.pt,112,True
Q14966,True,Q14966.pt,True,Q14966.pt,True,Q14966.pt,112,True
Q14974,True,Q14974.pt,True,Q14974.pt,True,Q14974.pt,112,True
Q14978,True,Q14978.pt,True,Q14978.pt,True,Q14978.pt,112,True
Q14980,True,Q14980.pt,True,Q14980.pt,True,Q14980.pt,112,True
Q14BN4,True,Q14BN4.pt,True,Q14BN4.pt,True,Q14BN4.pt,112,True
Q14C86,True,Q14C86.pt,True,Q14C86.pt,True,Q14C86.pt,112,True
Q14CX7,True,Q14CX7.pt,True,Q14CX7.pt,True,Q14CX7.pt,112,True
Q15003,True,Q15003.pt,True,Q15003.pt,True,Q15003.pt,112,True
Q15004,True,Q15004.pt,True,Q15004.pt,True,Q15004.pt,112,True
Q15005,True,Q15005.pt,True,Q15005.pt,True,Q15005.pt,112,True
Q15007,True,Q15007.pt,True,Q15007.pt,True,Q15007.pt,112,True
Q15008,True,Q15008.pt,True,Q15008.pt,True,Q15008.pt,112,True
Q15018,True,Q15018.pt,True,Q15018.pt,True,Q15018.pt,112,True
Q15020,True,Q15020.pt,True,Q15020.pt,True,Q15020.pt,112,True
Q15021,True,Q15021.pt,True,Q15021.pt,True,Q15021.pt,112,True
Q15029,True,Q15029.pt,True,Q15029.pt,True,Q15029.pt,112,True
Q15031,True,Q15031.pt,True,Q15031.pt,True,Q15031.pt,112,True
Q15036,True,Q15036.pt,True,Q15036.pt,True,Q15036.pt,112,True
Q15041,True,Q15041.pt,True,Q15041.pt,True,Q15041.pt,112,True
Q15042,True,Q15042.pt,True,Q15042.pt,True,Q15042.pt,112,True
Q15046,True,Q15046.pt,True,Q15046.pt,True,Q15046.pt,112,True
Q15050,True,Q15050.pt,True,Q15050.pt,True,Q15050.pt,112,True
Q15054,True,Q15054.pt,True,Q15054.pt,True,Q15054.pt,112,True
Q15056,True,Q15056.pt,True,Q15056.pt,True,Q15056.pt,112,True
Q15057,True,Q15057.pt,True,Q15057.pt,True,Q15057.pt,112,True
Q15058,True,Q15058.pt,True,Q15058.pt,True,Q15058.pt,112,True
Q15061,True,Q15061.pt,True,Q15061.pt,True,Q15061.pt,112,True
Q15067,True,Q15067.pt,True,Q15067.pt,True,Q15067.pt,112,True
Q15075,True,Q15075.pt,True,Q15075.pt,True,Q15075.pt,112,True
Q15084,True,Q15084.pt,True,Q15084.pt,True,Q15084.pt,112,True
Q15121,True,Q15121.pt,True,Q15121.pt,True,Q15121.pt,112,True
Q15125,True,Q15125.pt,True,Q15125.pt,True,Q15125.pt,112,True
Q15126,True,Q15126.pt,True,Q15126.pt,True,Q15126.pt,112,True
Q15165,True,Q15165.pt,True,Q15165.pt,True,Q15165.pt,112,True
Q15185,True,Q15185.pt,True,Q15185.pt,True,Q15185.pt,112,True
Q15208,True,Q15208.pt,True,Q15208.pt,True,Q15208.pt,112,True
Q15257,True,Q15257.pt,True,Q15257.pt,True,Q15257.pt,112,True
Q15269,True,Q15269.pt,True,Q15269.pt,True,Q15269.pt,112,True
Q15274,True,Q15274.pt,True,Q15274.pt,True,Q15274.pt,112,True
Q15276,True,Q15276.pt,True,Q15276.pt,True,Q15276.pt,112,True
Q15287,True,Q15287.pt,True,Q15287.pt,True,Q15287.pt,112,True
Q15293,True,Q15293.pt,True,Q15293.pt,True,Q15293.pt,112,True
Q15311,True,Q15311.pt,True,Q15311.pt,True,Q15311.pt,112,True
Q15345,True,Q15345.pt,True,Q15345.pt,True,Q15345.pt,112,True
Q15361,True,Q15361.pt,True,Q15361.pt,True,Q15361.pt,112,True
Q15363,True,Q15363.pt,True,Q15363.pt,True,Q15363.pt,112,True
Q15369,True,Q15369.pt,True,Q15369.pt,True,Q15369.pt,112,True
Q15370,True,Q15370.pt,True,Q15370.pt,True,Q15370.pt,112,True
Q15382,True,Q15382.pt,True,Q15382.pt,True,Q15382.pt,112,True
Q15388,True,Q15388.pt,True,Q15388.pt,True,Q15388.pt,112,True
Q15392,True,Q15392.pt,True,Q15392.pt,True,Q15392.pt,112,True
Q15393,True,Q15393.pt,True,Q15393.pt,True,Q15393.pt,112,True
Q15397,True,Q15397.pt,True,Q15397.pt,True,Q15397.pt,112,True
Q15404,True,Q15404.pt,True,Q15404.pt,True,Q15404.pt,112,True
Q15417,True,Q15417.pt,True,Q15417.pt,True,Q15417.pt,112,True
Q15427,True,Q15427.pt,True,Q15427.pt,True,Q15427.pt,112,True
Q15428,True,Q15428.pt,True,Q15428.pt,True,Q15428.pt,112,True
Q15435,True,Q15435.pt,True,Q15435.pt,True,Q15435.pt,112,True
Q15437,True,Q15437.pt,True,Q15437.pt,True,Q15437.pt,112,True
Q15459,True,Q15459.pt,True,Q15459.pt,True,Q15459.pt,112,True
Q15528,True,Q15528.pt,True,Q15528.pt,True,Q15528.pt,112,True
Q15545,True,Q15545.pt,True,Q15545.pt,True,Q15545.pt,112,True
Q15555,True,Q15555.pt,True,Q15555.pt,True,Q15555.pt,112,True
Q15629,True,Q15629.pt,True,Q15629.pt,True,Q15629.pt,112,True
Q15631,True,Q15631.pt,True,Q15631.pt,True,Q15631.pt,112,True
Q15637,True,Q15637.pt,True,Q15637.pt,True,Q15637.pt,112,True
Q15643,True,Q15643.pt,True,Q15643.pt,True,Q15643.pt,112,True
Q15649,True,Q15649.pt,True,Q15649.pt,True,Q15649.pt,112,True
Q15650,True,Q15650.pt,True,Q15650.pt,True,Q15650.pt,112,True
Q15652,True,Q15652.pt,True,Q15652.pt,True,Q15652.pt,112,True
Q15653,True,Q15653.pt,True,Q15653.pt,True,Q15653.pt,112,True
Q15714,True,Q15714.pt,True,Q15714.pt,True,Q15714.pt,112,True
Q15738,True,Q15738.pt,True,Q15738.pt,True,Q15738.pt,112,True
Q15758,True,Q15758.pt,True,Q15758.pt,True,Q15758.pt,112,True
Q15785,True,Q15785.pt,True,Q15785.pt,True,Q15785.pt,112,True
Q15800,True,Q15800.pt,True,Q15800.pt,True,Q15800.pt,112,True
Q15813,True,Q15813.pt,True,Q15813.pt,True,Q15813.pt,112,True
Q15818,True,Q15818.pt,True,Q15818.pt,True,Q15818.pt,112,True
Q16134,True,Q16134.pt,True,Q16134.pt,True,Q16134.pt,112,True
Q16186,True,Q16186.pt,True,Q16186.pt,True,Q16186.pt,112,True
Q16204,True,Q16204.pt,True,Q16204.pt,True,Q16204.pt,112,True
Q16222,True,Q16222.pt,True,Q16222.pt,True,Q16222.pt,112,True
Q16352,True,Q16352.pt,True,Q16352.pt,True,Q16352.pt,112,True
Q16401,True,Q16401.pt,True,Q16401.pt,True,Q16401.pt,112,True
Q16513,True,Q16513.pt,True,Q16513.pt,True,Q16513.pt,112,True
Q16514,True,Q16514.pt,True,Q16514.pt,True,Q16514.pt,112,True
Q16531,True,Q16531.pt,True,Q16531.pt,True,Q16531.pt,112,True
Q16543,True,Q16543.pt,True,Q16543.pt,True,Q16543.pt,112,True
Q16555,True,Q16555.pt,True,Q16555.pt,True,Q16555.pt,112,True
Q16630,True,Q16630.pt,True,Q16630.pt,True,Q16630.pt,112,True
Q16637,True,Q16637.pt,True,Q16637.pt,True,Q16637.pt,112,True
Q16643,True,Q16643.pt,True,Q16643.pt,True,Q16643.pt,112,True
Q16658,True,Q16658.pt,True,Q16658.pt,True,Q16658.pt,112,True
Q16666,True,Q16666.pt,True,Q16666.pt,True,Q16666.pt,112,True
Q16718,True,Q16718.pt,True,Q16718.pt,True,Q16718.pt,112,True
Q16795,True,Q16795.pt,True,Q16795.pt,True,Q16795.pt,112,True
Q16798,True,Q16798.pt,True,Q16798.pt,True,Q16798.pt,112,True
Q16822,True,Q16822.pt,True,Q16822.pt,True,Q16822.pt,112,True
Q16836,True,Q16836.pt,True,Q16836.pt,True,Q16836.pt,112,True
Q16851,True,Q16851.pt,True,Q16851.pt,True,Q16851.pt,112,True
Q16891,True,Q16891.pt,True,Q16891.pt,True,Q16891.pt,112,True
Q17R31,True,Q17R31.pt,True,Q17R31.pt,True,Q17R31.pt,112,True
Q1ED39,True,Q1ED39.pt,True,Q1ED39.pt,True,Q1ED39.pt,112,True
Q27J81,True,Q27J81.pt,True,Q27J81.pt,True,Q27J81.pt,112,True
Q2KHR3,True,Q2KHR3.pt,True,Q2KHR3.pt,True,Q2KHR3.pt,112,True
Q2M389,True,Q2M389.pt,True,Q2M389.pt,True,Q2M389.pt,112,True
Q2NKX8,True,Q2NKX8.pt,True,Q2NKX8.pt,True,Q2NKX8.pt,112,True
Q2NL82,True,Q2NL82.pt,True,Q2NL82.pt,True,Q2NL82.pt,112,True
Q2TAL8,True,Q2TAL8.pt,True,Q2TAL8.pt,True,Q2TAL8.pt,112,True
Q2TAY7,True,Q2TAY7.pt,True,Q2TAY7.pt,True,Q2TAY7.pt,112,True
Q2TBE0,True,Q2TBE0.pt,True,Q2TBE0.pt,True,Q2TBE0.pt,112,True
Q2VIQ3,True,Q2VIQ3.pt,True,Q2VIQ3.pt,True,Q2VIQ3.pt,112,True
Q2VPK5,True,Q2VPK5.pt,True,Q2VPK5.pt,True,Q2VPK5.pt,112,True
Q32MZ4,True,Q32MZ4.pt,True,Q32MZ4.pt,True,Q32MZ4.pt,112,True
Q32P28,True,Q32P28.pt,True,Q32P28.pt,True,Q32P28.pt,112,True
Q3KRA6,True,Q3KRA6.pt,True,Q3KRA6.pt,True,Q3KRA6.pt,112,True
Q3LXA3,True,Q3LXA3.pt,True,Q3LXA3.pt,True,Q3LXA3.pt,112,True
Q3MHD2,True,Q3MHD2.pt,True,Q3MHD2.pt,True,Q3MHD2.pt,112,True
Q3SXM5,True,Q3SXM5.pt,True,Q3SXM5.pt,True,Q3SXM5.pt,112,True
Q3ZCQ8,True,Q3ZCQ8.pt,True,Q3ZCQ8.pt,True,Q3ZCQ8.pt,112,True
Q49A26,True,Q49A26.pt,True,Q49A26.pt,True,Q49A26.pt,112,True
Q4G0J3,True,Q4G0J3.pt,True,Q4G0J3.pt,True,Q4G0J3.pt,112,True
Q4G148,True,Q4G148.pt,True,Q4G148.pt,True,Q4G148.pt,112,True
Q4J6C6,True,Q4J6C6.pt,True,Q4J6C6.pt,True,Q4J6C6.pt,112,True
Q4KMQ2,True,Q4KMQ2.pt,True,Q4KMQ2.pt,True,Q4KMQ2.pt,112,True
Q4U2R6,True,Q4U2R6.pt,True,Q4U2R6.pt,True,Q4U2R6.pt,112,True
Q4V328,True,Q4V328.pt,True,Q4V328.pt,True,Q4V328.pt,112,True
Q4VC31,True,Q4VC31.pt,True,Q4VC31.pt,True,Q4VC31.pt,112,True
Q4ZIN3,True,Q4ZIN3.pt,True,Q4ZIN3.pt,True,Q4ZIN3.pt,112,True
Q52LJ0,True,Q52LJ0.pt,True,Q52LJ0.pt,True,Q52LJ0.pt,112,True
Q53EL6,True,Q53EL6.pt,True,Q53EL6.pt,True,Q53EL6.pt,112,True
Q53EZ4,True,Q53EZ4.pt,True,Q53EZ4.pt,True,Q53EZ4.pt,112,True
Q53F19,True,Q53F19.pt,True,Q53F19.pt,True,Q53F19.pt,112,True
Q53FV1,True,Q53FV1.pt,True,Q53FV1.pt,True,Q53FV1.pt,112,True
Q53GQ0,True,Q53GQ0.pt,True,Q53GQ0.pt,True,Q53GQ0.pt,112,True
Q53GS7,True,Q53GS7.pt,True,Q53GS7.pt,True,Q53GS7.pt,112,True
Q53GS9,True,Q53GS9.pt,True,Q53GS9.pt,True,Q53GS9.pt,112,True
Q53H12,True,Q53H12.pt,True,Q53H12.pt,True,Q53H12.pt,112,True
Q53H82,True,Q53H82.pt,True,Q53H82.pt,True,Q53H82.pt,112,True
Q53S33,True,Q53S33.pt,True,Q53S33.pt,True,Q53S33.pt,112,True
Q567U6,True,Q567U6.pt,True,Q567U6.pt,True,Q567U6.pt,112,True
Q56P03,True,Q56P03.pt,True,Q56P03.pt,True,Q56P03.pt,112,True
Q56UN5,True,Q56UN5.pt,True,Q56UN5.pt,True,Q56UN5.pt,112,True
Q56VL3,True,Q56VL3.pt,True,Q56VL3.pt,True,Q56VL3.pt,112,True
Q58FF6,True,Q58FF6.pt,True,Q58FF6.pt,True,Q58FF6.pt,112,True
Q58FF7,True,Q58FF7.pt,True,Q58FF7.pt,True,Q58FF7.pt,112,True
Q58FF8,True,Q58FF8.pt,True,Q58FF8.pt,True,Q58FF8.pt,112,True
Q58FG1,True,Q58FG1.pt,True,Q58FG1.pt,True,Q58FG1.pt,112,True
Q5BJD5,True,Q5BJD5.pt,True,Q5BJD5.pt,True,Q5BJD5.pt,112,True
Q5BJF2,True,Q5BJF2.pt,True,Q5BJF2.pt,True,Q5BJF2.pt,112,True
Q5BJF6,True,Q5BJF6.pt,True,Q5BJF6.pt,True,Q5BJF6.pt,112,True
Q5BKT4,True,Q5BKT4.pt,True,Q5BKT4.pt,True,Q5BKT4.pt,112,True
Q5BKZ1,True,Q5BKZ1.pt,True,Q5BKZ1.pt,True,Q5BKZ1.pt,112,True
Q5F1R6,True,Q5F1R6.pt,True,Q5F1R6.pt,True,Q5F1R6.pt,112,True
Q5GLZ8,True,Q5GLZ8.pt,True,Q5GLZ8.pt,True,Q5GLZ8.pt,112,True
Q5H9R7,True,Q5H9R7.pt,True,Q5H9R7.pt,True,Q5H9R7.pt,112,True
Q5HYI8,True,Q5HYI8.pt,True,Q5HYI8.pt,True,Q5HYI8.pt,112,True
Q5JPE7,True,Q5JPE7.pt,True,Q5JPE7.pt,True,Q5JPE7.pt,112,True
Q5JPH6,True,Q5JPH6.pt,True,Q5JPH6.pt,True,Q5JPH6.pt,112,True
Q5JRA6,True,Q5JRA6.pt,True,Q5JRA6.pt,True,Q5JRA6.pt,112,True
Q5JRX3,True,Q5JRX3.pt,True,Q5JRX3.pt,True,Q5JRX3.pt,112,True
Q5JSH3,True,Q5JSH3.pt,True,Q5JSH3.pt,True,Q5JSH3.pt,112,True
Q5JTH9,True,Q5JTH9.pt,True,Q5JTH9.pt,True,Q5JTH9.pt,112,True
Q5JTV8,True,Q5JTV8.pt,True,Q5JTV8.pt,True,Q5JTV8.pt,112,True
Q5JU85,True,Q5JU85.pt,True,Q5JU85.pt,True,Q5JU85.pt,112,True
Q5JUR7,True,Q5JUR7.pt,True,Q5JUR7.pt,True,Q5JUR7.pt,112,True
Q5JVF3,True,Q5JVF3.pt,True,Q5JVF3.pt,True,Q5JVF3.pt,112,True
Q5JWF2,True,Q5JWF2.pt,True,Q5JWF2.pt,True,Q5JWF2.pt,112,True
Q5MIZ7,True,Q5MIZ7.pt,True,Q5MIZ7.pt,True,Q5MIZ7.pt,112,True
Q5MNZ6,True,Q5MNZ6.pt,True,Q5MNZ6.pt,True,Q5MNZ6.pt,112,True
Q5NE16,True,Q5NE16.pt,True,Q5NE16.pt,True,Q5NE16.pt,112,True
Q5PSV4,True,Q5PSV4.pt,True,Q5PSV4.pt,True,Q5PSV4.pt,112,True
Q5QJE6,True,Q5QJE6.pt,True,Q5QJE6.pt,True,Q5QJE6.pt,112,True
Q5R3I4,True,Q5R3I4.pt,True,Q5R3I4.pt,True,Q5R3I4.pt,112,True
Q5SRE5,True,Q5SRE5.pt,True,Q5SRE5.pt,True,Q5SRE5.pt,112,True
Q5SSJ5,True,Q5SSJ5.pt,True,Q5SSJ5.pt,True,Q5SSJ5.pt,112,True
Q5SW79,True,Q5SW79.pt,True,Q5SW79.pt,True,Q5SW79.pt,112,True
Q5SY16,True,Q5SY16.pt,True,Q5SY16.pt,True,Q5SY16.pt,112,True
Q5T1C6,True,Q5T1C6.pt,True,Q5T1C6.pt,True,Q5T1C6.pt,112,True
